name,price,rating,review_count,address,city,state,zip_code
Pizza King,$,4.0,62,9185 Jurupa Rd,Riverside,CA,92509
D'Elia's Grinders,$,3.5,565,2093 University Ave,Riverside,CA,92507
Mr.Taco,$,3.0,141,5701 Van Buren Blvd,Riverside,CA,92503
Sushiya Riverside,$$,3.0,627,1201 University Ave,Riverside,CA,92507
New York Pizza,$,3.0,262,3570 Van Buren Blvd,Riverside,CA,92503
Tony's Mexican Food,$,4.0,79,10328 Arlington Ave,Riverside,CA,92505
Pinnacle Peak Steakhouse- Colton,$$,3.0,290,2533 S La Cadena Dr,Colton,CA,92324
Soho Ramen,$$,2.5,180,3605 Market St,Riverside,CA,92501
Tony's Mexican Food,$,4.0,175,3870 Chicago Ave,Riverside,CA,92507
Green Taco,$,4.5,322,3812 Pierce St,Riverside,CA,92503
Dorry's Bar & Grill,$$,3.5,171,17136 Van Buren Blvd,Riverside,CA,92504
Tacos El Rancho,$,3.5,72,4950 La Sierra Ave,Riverside,CA,92505
Mi Lindo Apatzingan # 2,,5.0,2,10529 Hole Av,Riverside,CA,92505
Johnny's Burger,$,3.5,160,4825 La Sierra Ave,Riverside,CA,92505
Scratch Pizza,$,4.0,162,4950 La Sierra Ave,Riverside,CA,92505
Nikko's Burgers,$,4.0,84,9295 Magnolia Ave,Riverside,CA,92503
The Lucky Greek,$,3.5,166,3887 Merrill Ave,Riverside,CA,92506
Milly's Café,,5.0,1,5125 Jurupa Ave,Riverside,CA,92504
Wok In Kitchen,$,3.5,109,5050 Arlington Ave,Riverside,CA,92504
Daily Brew Coffee House,$,4.5,469,2955 Van Buren Blvd,Riverside,CA,92503
Boba Cafe,$,3.0,363,1223 University Ave,Riverside,CA,92507
Azteca Market,$,5.0,17,5125 Jurupa Ave,Riverside,CA,92504
PIE X CO,,5.0,3,,Redlands,CA,92373
Imperial Sushi & Seafood,$$,4.0,55,8022 Limonite Ave,Jurupa Valley,CA,92509
Costa Delmar,$,4.5,72,4561 La Sierra Ave,Riverside,CA,92505
Los Fredo's Mexican Food,$,3.5,45,9111 Magnolia Ave,Riverside,CA,92503
El Ojo De Agua,$,3.5,207,2115 University Ave,Riverside,CA,92507
Blaze Fast-Fire'd Pizza,$,3.5,80,10920 Magnolia Ave,Riverside,CA,92505
Rancho La Perla,$,4.0,46,3700 Van Buren Blvd,Riverside,CA,92503
Baguette Bakery & Cafe,$,4.0,141,767 W Blaine St,Riverside,CA,92507
Emerbee's,,3.5,8,900 University Ave,Riverside,CA,92521
Mariachis El Nori,$$,4.0,3,4920 Jackson St,Riverside,CA,92503
Deliziosas Pupusas,,3.5,4,4080 Lemon St,Riverside,CA,92501
In-N-Out Burger,$,3.0,157,6634 Clay,Riverside,CA,92509
Star Burgers,$,4.0,47,7207 Arlington Ave,Riverside,CA,92503
The Habit Burger Grill,$,4.0,167,3510 Tyler St,Riverside,CA,92503
Brisco's Cafe,$,4.0,6,8432 Magnolia Ave,Riverside,CA,92504
Chipotle Mexican Grill,$,2.5,316,3525 Riverside Plaza Dr,Riverside,CA,92506
Thai Kitchen,$,4.5,490,22411 Barton Rd,Grand Terrace,CA,92313
Cano's Market,$,4.5,69,6024 Magnolia Ave,Riverside,CA,92506
Taco Villa,$,4.0,144,8022 Limonite Ave,Riverside,CA,92509
WaBa Grill,$$,2.5,15,6187 Magnolia Ave,Riverside,CA,92506
China Town,$,3.5,130,10935 Magnolia Ave,Riverside,CA,92505
WaBa Grill,$$,4.0,27,5286 Arlington Ave,Riverside,CA,92504
ABC Mongolian BBQ,$,4.0,238,22417 Barton Rd,Grand Terrace,CA,92313
Sizzler,$$,2.5,86,6631 Clay St,Pedley,CA,92509
Tacos La Tapatia,$$,4.0,37,8842 Limonite Ave,Riverside,CA,92509
Castaneda's Mexican Food,$,2.5,154,6751 Indiana Ave,Riverside,CA,92506
Taqueria Valenzuela,,5.0,2,6051 Mission Blvd,Riverside,CA,92509
George's Drive-In,$,3.5,269,9910 Magnolia Ave,Riverside,CA,92503
Krispy Krunchy Chicken,$$,4.0,2,7494 Indiana Ave,Riverside,CA,92504
Dia De Los Puercos,,3.0,150,3605 Market St,Riverside,CA,92501
Restaurant Salvadoreno Usuluteco,$,3.5,38,4650 La Sierra Ave,Riverside,CA,92505
Un Mundo De Sabor Mexican,$,4.0,26,9085 Mission Blvd,Riverside,CA,92509
Restaurante Salvadoreno,$$,3.5,12,4650 La Sierra Ave,Riverside,CA,92505
Dos Pablos,$,4.5,90,9080 Mission Blvd,Riverside,CA,92509
Brandon's Diner,$$,4.0,302,10246 Indiana Ave,Riverside,CA,92503
Lee's Sandwiches,$,4.0,394,1889 University Ave,Riverside,CA,92507
Mexicali Bar & Grill,$$,3.5,74,1690 Spruce St,Riverside,CA,92507
Yoshinoya - University & Iowa UCR,$,2.5,119,1201 University Ave,Riverside,CA,92507
Pick Up Stix,$,3.0,96,3540 Riverside Plaza Dr,Riverside,CA,92506
La Mazorca Market,$,4.0,18,6022 Tyler St,Riverside,CA,92503
Ahumadas Mexican Grill and Tacos,,4.5,6,7614 Evans St,Riverside,CA,92504
Ho Ho Chinese Food,$,2.5,58,3511 Madison St,Riverside,CA,92504
Rubio's,$,3.5,98,1201 University Ave,Riverside,CA,92507
Ray's Ranch Cafe,$$,4.0,70,10459 Arlington Ave,Riverside,CA,92505
Mi Taqueria Poblana,$,4.0,9,6875 Valley Way,Riverside,CA,92509
Los Potrillos Meat Market,$,4.5,19,10330 Hole Ave,Riverside,CA,92505
Juan Pollo,$,3.5,109,6055 Magnolia Ave,Riverside,CA,92506
Wanda's Cafe,$,3.5,13,8432 Magnolia Ave,Riverside,CA,92504
Pixels Bar And Eatery,$$,2.5,169,3535 University Ave,Riverside,CA,92501
Acapulco Pollo,$,4.5,43,8151 Arlington Ave,Riverside,CA,92503
Park Ave Mexican Restaurant,$,4.0,8,4038 Park Ave,Riverside,CA,92507
The HoneyBaked Ham Company - Riverside,$$,4.0,68,5276 Arlington Ave,Riverside,CA,92504
Panera Bread,$$,3.0,324,3560 Riverside Plaza Dr,Riverside,CA,92506
Tortilla Grille,$$,2.5,54,5225 Canyon Crest Dr,Riverside,CA,92507
Original Tommy's Hamburgers-Riverside,$,3.0,106,7504 Mission Grove Pkwy S,Riverside,CA,92508
Mr Taco,$$,3.5,363,2435 Main St,Riverside,CA,92501
M Taco,$,3.0,98,4111 Main St,Riverside,CA,92501
Paracho Mexican and Seafood,$$,3.5,31,8933 Limonite Ave,Riverside,CA,92509
Vicky's Burger,$,4.0,130,8320 Limonite Ave,Riverside,CA,92509
Taqueria Azteca,$,3.5,81,5959 Arlington Ave,Riverside,CA,92504
Fast 5 Pizza,$,4.0,61,5300 Arlington Ave,Riverside,CA,92504
The Hideaway Cafe,$,3.0,312,3660 Mission Inn Ave,Riverside,CA,92501
NORMS Restaurant,$$,3.0,559,3889 Tyler St,Riverside,CA,92503
Mongolian Grill,$,3.0,27,2269 Galleria At Tyler,Riverside,CA,92503
El Silencito,$,4.5,5,1091 Center St,Riverside,CA,92507
Sizzle,,4.0,2,400 W Big Springs Rd,Riverside,CA,92507
Jasmine Garden,$,3.0,79,7990 Limonite Ave,Riverside,CA,92509
Diane's Deli,$,4.0,84,2900 Adams St,Riverside,CA,92504
Stater Bros. Markets,$$,4.0,46,315 E Alessandro Blvd,Riverside,CA,92508
Chipotle Mexican Grill,$,2.5,121,3510 Tyler St,Riverside,CA,92503
The Flame Broiler,$,3.5,67,10303 Magnolia Ave,Riverside,CA,92505
Yoshinoya - Madison,$,2.5,74,3501 Madison St,Riverside,CA,92504
Marcellos Pizza Place,$,3.5,85,6519 Clay St,Riverside,CA,92509
Alvaro's Mexican Food,$,3.0,48,7050 Magnolia Ave,Riverside,CA,92506
Round Table Pizza,$$,3.0,74,7732 Limonite Ave,Riverside,CA,92509
Wingstop,$$,2.0,155,1744 University Ave,Riverside University,CA,92507
Tj Tacos,$,3.5,39,3612 Valley Way,Riverside,CA,92509
The Flame Broiler,$,3.0,61,6059 Magnolia Ave,Riverside,CA,92506
Woody's Classic Grill,$$,4.0,290,22400 Barton Rd,Grand Terrace,CA,92313
The Sushi Bar,$$,3.5,55,3649 Mission Inn Ave,Riverside,CA,92501
Hibachi-San,,3.5,13,900 University Ave,Riverside,CA,09251
Sonic Drive-In,$,3.0,207,9505 Magnolia Ave,Riverside,CA,92503
Riviera Family Restaurant,$,4.0,147,5633 Mission Blvd,Riverside,CA,92509
Tacos El Camaroncito,$,3.5,30,2592 Rubidoux Blvd,Riverside,CA,92509
Alberto's Mexican Food,$,3.0,43,5274 Arlington Ave,Riverside,CA,92504
Main Street Market & Deli,,3.5,3,881 Main St,Riverside,CA,92501
Marcellos Pizza & Pasta,$,3.5,173,17024 Van Buren Blvd,Riverside,CA,92504
MOD Pizza,$,4.5,25,900 University Ave,Riverside,CA,92507
Stater Bros. Markets,$,3.0,26,6160 Arlington Ave,Riverside,CA,92504
Wingstop,$,2.5,207,18560 Van Buren Blvd,Riverside,CA,92508
Better Be Donuts & Cafe,$,5.0,41,1015 E Alessandro Blvd,Riverside,CA,92508
Ruben's Tacos,$,3.5,131,7107 Arlington Ave,Riverside,CA,92503
El Calentano Restaurant,,3.5,7,10390 Arlington Ave,Riverside,CA,92505
Tams Burgers,$,3.5,90,5639 Mission Blvd,Riverside,CA,92509
Fiesta Pizza,$,4.0,45,6110 Van Buren Blvd,Riverside,CA,92503
M & M Deli,$,4.0,81,1960 Chicago Ave,Riverside,CA,92507
My Hero-Subs,$,4.0,165,3355 Iowa Ave,Riverside,CA,92507
El Rinconsito,$,3.5,20,8990 Mission Blvd,Riverside,CA,92509
Rising Savor,$,3.5,204,3852 Chicago Ave,Riverside,CA,92507
The Barn,$,3.5,65,900 University Ave,Riverside,CA,92521
Dairy Queen,$,3.5,61,6665 Magnolia Ave,Riverside,CA,92506
Bloom & Butter,,5.0,1,3540 9th St,Riverside,CA,92501
Jammin' Bread,$$,3.5,330,5255 Canyon Crest Dr,Riverside,CA,92507
Taqueria Mi Ranchito,$,4.0,66,4724 La Sierra Ave,Riverside,CA,92505
Panda Express,$,2.0,102,9867 Magnolia Ave,Riverside,CA,92503
Farmer Boys,$$,3.0,192,3400 University Ave,Riverside,CA,92501
Chipotle Mexican Grill,$,3.0,104,8956 Trautwein Rd,Riverside,CA,92508
Mercado Don Juan #3,$,4.5,36,3375 Iowa Ave,Riverside,CA,92507
Miguel's Jr,$,3.5,108,1301 Galleria At Tyler,Riverside,CA,92503
Antojitos Df Mexican Food,,5.0,2,4561 La Sierra Ave,Riverside,CA,92505
Rico's Tacos El Primo,$,3.5,86,1788 University Ave,Riverside,CA,92507
Taco Mania,$,3.5,10,1725 Spruce St,Riverside,CA,92507
Arby's,$,3.5,55,10160 Hole Ave,Riverside,CA,92503
Panda Express,$,3.5,29,900 University Ave,Riverside,CA,92521
Ramiro's Cocina,$,4.0,160,9418 Magnolia Ave,Riverside,CA,92503
WaBa Grill,$,4.0,45,6390 Van Buren Blvd,Riverside,CA,92503
The Bistro At Courtyard By Marriott Riverside/ucr Area,$$,5.0,7,1510 University Ave,Riverside,CA,92507
Marie Callender's Restaurant & Bakery,$$,3.5,194,3505 Merrill Ave,Riverside,CA,92506
Bajio Mexican Grill,$,4.0,58,3760 9th St,Riverside,CA,92501
D'Elia's Grinders,$$,3.0,138,19009 Van Buren Blvd,Riverside,CA,92508
Marcello's Pizza & Pasta,$,3.0,157,783 W Blaine St,Riverside,CA,92507
Pizza Fanzz,$,4.0,15,8884 Limonite Ave,Riverside,CA,92509
Jersey Mike's Subs,$,3.0,138,497 E Alessandro Blvd,Riverside,CA,92508
Home of the Flying Saucer,$,4.0,44,8882 Limonite Ave,Riverside,CA,92509
Crest Cafe,$$,3.0,352,5225 Canyon Crest Dr,Riverside,CA,92507
Bits & Bytes Cafe,$,3.5,2,3450 14th St,Riverside,CA,92501
El Colima,$,3.5,94,9279 Jurupa Rd,Riverside,CA,92509
Las Nuevas Islas - Riverside,$$,3.5,14,4920 Jackson St,Riverside,CA,92503
Keriko Pollos y Tacos,$,4.5,54,5623 Mission Blvd,Jurupa Valley,CA,92509
Chris' Burgers,$,3.5,34,407 Iowa Ave,Riverside,CA,92507
Vernes,,5.0,1,Riverside,Cheltenham,GLS,GL54 2DP
Miguel's Jr,$,3.0,91,17815 Van Buren Blvd,Riverside,CA,92508
WaBa Grill,$,3.5,40,4069 Chicago Ave,Riverside,CA,92507
India Snacks Sweets & Grocery,$,3.5,40,779 W Blaine St,Riverside,CA,92507
Jersey Mike's Subs,$$,3.0,70,3540 Riverside Plaza Dr,Riverside,CA,92506
US Donuts,$,4.5,71,4786 La Sierra Ave,Riverside,CA,92505
Food Fusion,,4.0,14,3375 Iowa Ave,Riverside,CA,92507
Alberto's Mexican Food,$,2.5,88,11885 Magnolia Ave,Riverside,CA,92503
Roberto's Taco Shop,$,3.0,91,19530 Van Buren Blvd,Riverside,CA,92508
Dave's New York Pizza,$,3.0,89,1490 University Ave,Riverside,CA,92507
Hong Kong Express,$,2.5,122,1490 University Ave,Riverside,CA,92507
Neighborhood Market Mexican Food and Pizza,$,4.5,69,2531 S La Cadena Dr,Colton,CA,92324
Krazy Greek,$,3.5,102,10501 Hole Ave,Riverside,CA,92505
Los Zarapes Restaurant,$,4.0,21,5551 Mission Blvd,Riverside,CA,92509
Wendy's,$,3.0,80,3565 Central Ave,Riverside,CA,92506
Panera Bread,$$,3.0,183,3510 Tyler St,Riverside,CA,92503
Creme de la Creme Cafe,,3.0,12,4080 Lemon St,Riverside,CA,92501
WaBa Grill,$,3.0,90,3758 La Sierra Ave,Riverside,CA,92505
Ho Choy's Chinese Food,$,3.5,44,10352 Arlington Ave,Riverside,CA,92505
Brandon's Diner,$$,3.5,166,10271 Magnolia Ave,Riverside,CA,92503
Dairy Queen,$,4.0,40,8610 California Ave,Riverside,CA,92507
Pacific Grill,,2.5,16,2257 Galleria at Tyler,Riverside,CA,92503
Gold Star Hamburgers,$,3.5,99,6400 Clay St,Riverside,CA,92509
Tacos El Chapulin Cain,,3.0,5,,Riverside,CA,92509
Riverwalk Burgers and Grill,$,3.5,121,3812 Pierce St,Riverside,CA,92503
Papa Joe's Pizza,$,4.0,121,10555 Indiana Ave,Riverside,CA,92503
Subs & Spuds,$,4.0,191,5225 Canyon Crest Dr,Riverside,CA,92507
Marisco Factory,$$,3.0,51,10529 Hole Ave,Riverside,CA,92505
The Flame Broiler,$,3.0,136,1201 University Ave,Riverside,CA,92507
Amy's Tacos Truck,$,3.5,7,17945 Van Buren Blvd,Riverside,CA,92508
Taqueria Valenzuela,,5.0,2,6051 Mission Blvd,Riverside,CA,92509
Joe's Bar & Grill,$,3.5,47,10909 Magnolia Ave,Riverside,CA,92505
Mr You Express Chinese Food,$,3.0,24,4770 La Sierra Ave,Riverside,CA,92505
Baker’s Dozen Donuts,,4.5,2,6100 Magnolia Ave,Riverside,CA,92506
Getaway Cafe,$,3.5,288,3615 Canyon Crest Dr,Riverside,CA,92507
KFC,$,1.5,41,6221 Van Buren Blvd,Riverside,CA,92503
Highlander Union Building,$,4.5,11,900 University Ave,Riverside,CA,92507
Flame Broiler,$,3.5,17,4950 La Sierra Ave,Riverside,CA,92505
La Mazorca Numero 2,,3.5,4,6022 Tyler St,Riverside,CA,92503
The 9th Street Eatery,$,4.0,94,3530 9th St,Riverside,CA,92501
El Pollo Loco,$,2.0,91,3655 Riverside Plz,Riverside,CA,92506
Crepeaholics,,3.5,3,1299 Galleria At Tyler,Riverside,CA,92503
Del Taco,$,3.5,67,5290 Arlington Ave,Riverside,CA,92504
Fast 5 Pizza,$,3.5,23,4901 La Sierra Ave,Riverside,CA,92505
The Lone Ranger Cafe,$,4.0,58,9085 Mission Blvd,Riverside,CA,92509
Couch’s Corner,,4.0,2,3570 Adams St,Riverside,CA,92504
Juan Pollo,$,3.5,58,8022 Limonite Ave,Jurupa Valley,CA,92509
Subway,$,4.0,18,3315 14th St,Riverside,CA,92501
Chronic Tacos,$,2.5,31,900 University Ave,Riverside,CA,92521
Mi Lindo Apatzigan Mexican and Seafood,$$,2.0,2,10529 Hole Ave,Riverside,CA,92505
Lasmarias Soup Company,,5.0,1,120 Main St,Irwindale,CA,91010
Nohemi's Catering Mexican Food,,5.0,1,4266 Papago St,Riverside,CA,92509
Golden Ox Burgers Restaurant,$,3.5,91,6490 Magnolia Ave,Riverside,CA,92506
Ray's Pizza,$,3.5,160,1201 University Ave,Riverside,CA,92507
Flabob Airport Cafe,$,3.5,60,4130 Mennes Ave,Riverside,CA,92509
Little Caesars Pizza,$,2.0,66,8610 California Ave Ste 104,Riverside,CA,92504
George the Greek,$,3.0,36,10020 Arlington Ave,Riverside,CA,92503
Baker's Drive-Thru,$,3.0,92,3522 Adams St,Riverside,CA,92504
Guacamoles,$,3.0,31,4773 Tyler St,Riverside,CA,92503
KFC,$,2.0,130,5225 Canyon Crest Dr,Riverside,CA,92507
The Habit Burger Grill,$,3.5,26,900 University Ave,Riverside,CA,92521
Zorba's Express,$,3.0,52,2770 University Ave,Riverside,CA,92507
Coco's Bakery Restaurant,$$,3.0,88,8845 Trautwein Rd,Riverside,CA,92508
Osaka Japan,,2.5,12,1299 Galleria at Tyler,Riverside,CA,92503
Abelito's Mexican Grill,$,4.0,26,9051 Mission Blvd,Riverside,CA,92509
China Wok Inn,$,3.5,61,5771 Mission Blvd,Riverside,CA,92509
Denny's,$,3.0,122,3530 Madison St,Riverside,CA,92504
Alberto's Mexican Food,$,1.5,103,3565 Van Buren Blvd,Riverside,CA,92503
Tacos El Jr,$,3.5,63,126 Iowa Ave,Riverside,CA,92507
Mr China Express,$,2.5,27,6160 Arlington Ave,Riverside,CA,92504
El Pollo Loco,$,2.5,53,3487 Madison,Riverside,CA,92504
Yum Yum Donuts,$,3.5,40,3247 Arlington Ave,Riverside,CA,92506
Del Taco,$,3.0,21,3487 Arlington Ave,Riverside,CA,92506
Nick's Burger,,5.0,1,5551 Mission Blvd,Riverside,CA,92509
Pizza Hut,$,1.5,58,3255 Arlington Ave,Riverside,CA,92506
The Pizza Place,$$,3.0,78,18955 Van Buren Blvd,Riverside,CA,92508
Jay's Flame-Grilled Peri-Peri Chicken,,2.0,5,1299 Galleria At Tyler,Riverside,CA,92503
Jersey Mike's Subs,$,3.5,79,1201 University Ave,Riverside,CA,92507
Castañeda's Mexican Food,$,2.5,303,1450 P University Ave,Riverside,CA,92507
Burger King,$,2.5,28,5790 Van Buren Blvd,Riverside,CA,92503
Press Enterprise,$,4.0,3,4665 Vine St,Riverside,CA,92507
Stater Bros. Markets,$$,3.5,43,3420 La Sierra,Riverside,CA,92503
Stater Bros. Markets,$$,3.0,21,9225 Magnolia Ave,Riverside,CA,92503
El Pollo Loco,$,3.0,66,2200 University Ave,Riverside,CA,92507
Farmer Boys,$,3.0,174,3883 Pierce St,Riverside,CA,92503
Aloha Pizza and Pasta,$$,3.5,71,755 W Blaine St,Riverside,CA,92507
Sub Hub,,4.5,3,3873 Pyrite St,Riverside,CA,92509
Burger King,$,2.0,51,2167 University Ave,Riverside,CA,92507
Baker's Drive-Thru,$,2.5,63,6686 Indiana Ave,Riverside,CA,92506
Jimmy John's,$,3.5,39,3747 Central Ave,Riverside,CA,92506
Farmer Boys,$,3.0,91,16880 Van Buren Blvd,Riverside,CA,92504
Tacos Los Compadres,$,3.0,42,5598 Mission Blvd,Riverside,CA,92509
La Noria Market,$,4.5,8,5704 Mission Blvd,Riverside,CA,92509
Mr You Express,$,3.0,33,19348 Van Buren Blvd,Riverside,CA,92508
Aurea Vista,$,2.5,75,3498 University Ave,Riverside,CA,92501
Little Caesars Pizza,$,2.0,45,6095 Magnolia,Riverside,CA,92508
Church's Chicken,$,2.0,101,1886 University Ave,Riverside,CA,92507
Baker's Drive-Thru,$,3.0,84,2221 Main St,Riverside,CA,92501
McDonald's,$,1.5,123,7474 Indiana St,Riverside,CA,92504
Burger King,$,3.5,4,5200 van buren blvd,Riverside,CA,92503
Fast 5 Pizza,$,3.5,30,1889 University Ave,Riverside,CA,92507
Fries Galore,$$,4.5,69,13188 Main St,Hesperia,CA,92345
